carat,clarity,color,cut,x_dimension,y_dimension,z_dimension,depth,table,price
0.21428571428571425,0,1,0,0.3529411764705883,0.37168141592920345,0.37799043062200965,0.0,0.5,0.21739130434782608
0.35714285714285704,2,2,1,0.5294117647058825,0.5734731781929421,0.5311004784688995,0.3333333333333286,0.8333333333333321,0.34782608695652173
0.4256559766763847,4,5,3,0.11764705882352944,0.12389380530973426,0.6127982293395828,0.5333333333333314,0.33333333333333215,0.017391304347826084
0.7142857142857142,0,1,0,0.581954656862745,0.864306784660767,0.8564593301435408,0.13333333333333286,0.6666666666666661,0.8260869565217392
0.49999999999999994,5,7,4,0.6176470588235294,0.5734731781929421,0.6172248803827753,0.13333333333333286,0.5,0.16521739130434784
0.4256559766763847,3,4,2,0.5882352941176472,0.59882005899705,0.5837320574162679,0.5333333333333314,0.5,0.3217391304347826
0.21428571428571425,0,1,0,0.3529411764705883,0.5734731781929421,0.37799043062200965,0.0,0.5,0.22608695652173913
0.14285714285714285,1,3,3,0.26470588235294135,0.2654867256637168,0.2583732057416268,0.5333333333333314,0.5,0.08695652173913043
0.5714285714285714,1,3,0,0.7352941176470591,0.5734731781929421,0.7607655502392345,0.5333333333333314,0.6666666666666661,0.6086956521739131
0.14285714285714285,2,4,2,0.2941176470588238,0.2920353982300883,0.6127982293395828,0.5333333333333314,0.33333333333333215,0.07826086956521738
0.4256559766763847,4,7,4,0.5294117647058825,0.5368731563421827,0.5406698564593302,0.5333333333333314,0.0,0.13043478260869568
0.6428571428571428,1,2,1,0.7941176470588236,0.5734731781929421,0.799043062200957,0.5333333333333314,0.5,0.7565217391304349
0.25,4,5,3,0.41176470588235303,0.4129793510324482,0.6127982293395828,0.3333333333333286,0.5,0.11304347826086958
0.21428571428571425,3,4,2,0.3823529411764708,0.5734731781929421,0.37799043062200965,0.5333333333333314,0.33333333333333215,0.1565217391304348
0.28571428571428564,4,5,3,0.47058823529411775,0.4808259587020647,0.6127982293395828,0.5333333333333314,0.5,0.14782608695652175
0.35714285714285704,5,7,4,0.581954656862745,0.5604719764011798,0.5550239234449761,0.06666666666666288,0.5,0.1391304347826087
0.4256559766763847,1,3,0,0.6470588235294119,0.6666666666666667,0.7129186602870814,0.19999999999999574,0.5,0.47826086956521735
0.7857142857142856,3,4,1,0.882352941176471,0.5734731781929421,0.904306220095694,1.0,1.0,0.8695652173913044
0.857142857142857,0,1,3,0.9411764705882355,0.9528023598820057,0.6127982293395828,0.5999999999999943,0.8333333333333321,0.9130434782608696
0.4256559766763847,2,2,3,0.2058823529411764,0.20353982300884943,0.21052631578947367,0.5333333333333314,0.33333333333333215,0.026086956521739126
1.0,5,6,4,1.0,1.0,1.0000000000000002,0.5333333333333314,0.0,0.25217391304347825
0.0,3,5,2,0.0,0.0,0.0,0.3999999999999986,0.5,0.0
0.1071428571428571,0,4,0,0.17647058823529416,0.18584070796460161,0.6127982293395828,0.2666666666666657,0.33333333333333215,0.06956521739130436
0.4256559766763847,2,4,3,0.2058823529411764,0.5734731781929421,0.20095693779904322,0.46666666666666856,0.5,0.09565217391304348
0.25,5,7,1,0.4411764705882355,0.4513274336283184,0.44976076555023936,0.3999999999999986,0.5,0.1739130434782609
0.4256559766763847,1,1,0,0.8235294117647061,0.831858407079646,0.8325358851674645,0.5333333333333314,0.6666666666666661,0.6260869565217392
0.3214285714285714,4,0,2,0.5,0.5734731781929421,0.5071770334928232,0.5333333333333314,0.6666666666666661,0.2086956521739131
0.9285714285714284,2,3,3,0.9705882352941178,0.9705014749262535,0.6127982293395828,0.7999999999999972,0.8333333333333321,0.8956521739130435
0.49999999999999994,4,5,4,0.6470588235294119,0.6578171091445426,0.6555023923444976,0.5999999999999943,0.5,0.18260869565217394
0.4256559766763847,1,2,1,0.882352941176471,0.5734731781929421,0.8899521531100476,0.46666666666666856,0.5,0.765217391304348
0.17857142857142855,4,6,3,0.2941176470588238,0.3008849557522124,0.6127982293395828,0.3999999999999986,0.33333333333333215,0.10434782608695653
0.28571428571428564,2,4,3,0.47058823529411775,0.471976401179941,0.6127982293395828,0.5333333333333314,0.6666666666666661,0.2
0.4256559766763847,3,3,2,0.41176470588235303,0.41887905604719733,0.42583732057416257,0.3333333333333286,0.5,0.19130434782608696
0.5357142857142856,0,1,0,0.7058823529411766,0.5734731781929421,0.7129186602870814,0.7333333333333343,0.6666666666666661,0.773913043478261
0.607142857142857,4,7,3,0.7941176470588236,0.7935103244837758,0.6127982293395828,0.7999999999999972,0.5,0.6956521739130436
0.4256559766763847,5,4,4,0.5882352941176472,0.5734731781929421,0.5933014354066986,0.2666666666666657,0.16666666666666607,0.14782608695652175
0.17857142857142855,4,5,0,0.26470588235294135,0.2743362831858407,0.2870813397129186,0.3999999999999986,0.33333333333333215,0.08695652173913043
0.4256559766763847,0,3,1,0.6764705882352944,0.5734731781929421,0.6842105263157894,0.2666666666666657,0.6666666666666661,0.46956521739130436
0.46428571428571425,1,6,3,0.5588235294117647,0.5693215339233038,0.6127982293395828,0.46666666666666856,0.16666666666666607,0.3739130434782609
0.5357142857142856,2,1,3,0.7058823529411766,0.7138643067846606,0.7177033492822968,0.5999999999999943,0.5,0.591304347826087
0.4256559766763847,3,2,4,0.6176470588235294,0.6253687315634218,0.6127982293395828,0.5333333333333314,0.0,0.19130434782608696
0.1071428571428571,0,4,2,0.2058823529411764,0.5734731781929421,0.21052631578947367,0.3333333333333286,0.5,0.07826086956521738
0.25,2,7,0,0.4411764705882355,0.5734731781929421,0.44976076555023936,0.5333333333333314,0.33333333333333215,0.18260869565217394
0.4256559766763847,5,1,3,0.26470588235294135,0.2654867256637168,0.26315789473684204,0.19999999999999574,0.5,0.06086956521739131
0.607142857142857,1,3,1,0.8235294117647061,0.8259587020648969,0.8229665071770336,0.5333333333333314,0.6666666666666661,0.782608695652174
0.39285714285714274,4,4,3,0.5294117647058825,0.5368731563421827,0.6127982293395828,0.6666666666666643,0.5,0.28695652173913044
0.3214285714285714,3,0,2,0.5,0.4985250737463125,0.5119617224880384,0.7333333333333343,0.5,0.24347826086956523
0.857142857142857,2,5,3,0.9411764705882355,0.5734731781929421,0.9473684210526316,0.7999999999999972,0.8333333333333321,0.9304347826086957
0.0714285714285714,5,6,4,0.1470588235294119,0.15339233038348077,0.6127982293395828,0.3999999999999986,0.16666666666666607,0.008695652173913042
0.21428571428571425,1,2,1,0.3823529411764708,0.39233038348082583,0.6127982293395828,0.5333333333333314,0.6666666666666661,0.2086956521739131
0.7857142857142856,4,3,3,0.882352941176471,0.5734731781929421,0.8851674641148326,0.5333333333333314,0.5,0.8173913043478261
0.4256559766763847,2,1,3,0.8529411764705883,0.861356932153392,0.8612440191387563,0.5333333333333314,0.8333333333333321,0.6608695652173914
0.14285714285714285,3,7,2,0.26470588235294135,0.2625368731563422,0.26315789473684204,0.46666666666666856,0.5,0.07826086956521738
0.6785714285714284,0,4,0,0.7647058823529413,0.5734731781929421,0.770334928229665,0.3333333333333286,0.6666666666666661,0.8086956521739131
0.4256559766763847,5,5,3,0.5882352941176472,0.5870206489675516,0.5837320574162679,0.5999999999999943,0.5,0.1391304347826087
0.25,4,6,4,0.41176470588235303,0.5734731781929421,0.42105263157894735,0.3999999999999986,0.0,0.10434782608695653
0.28571428571428564,2,1,1,0.5,0.4985250737463125,0.5119617224880384,0.5333333333333314,0.5,0.2782608695652174
0.4256559766763847,3,3,2,0.6470588235294119,0.6578171091445426,0.6127982293395828,0.3999999999999986,0.8333333333333321,0.391304347826087
0.1071428571428571,5,4,0,0.17647058823529416,0.18584070796460161,0.18181818181818188,0.3333333333333286,0.5,0.034782608695652174
0.39285714285714274,1,5,3,0.5588235294117647,0.566371681415929,0.6127982293395828,0.5333333333333314,0.33333333333333215,0.3565217391304348
0.4256559766763847,4,2,4,0.5882352941176472,0.5734731781929421,0.5885167464114833,0.46666666666666856,0.0,0.1739130434782609
0.607142857142857,0,6,1,0.7941176470588236,0.7964601769911503,0.8038277511961722,0.5333333333333314,0.6666666666666661,0.791304347826087
0.14285714285714285,2,7,3,0.2352941176470591,0.2359882005899705,0.2392344497607657,0.3999999999999986,0.5,0.11304347826086958
0.25,5,4,2,0.41176470588235303,0.5734731781929421,0.4162679425837319,0.5999999999999943,0.5,0.1565217391304348
0.4256559766763847,1,5,0,0.8529411764705883,0.8554572271386429,0.8612440191387563,0.46666666666666856,0.5,0.6434782608695653
0.35714285714285704,4,1,3,0.5294117647058825,0.5309734513274336,0.5358851674641147,0.6666666666666643,0.5,0.30434782608695654
0.49999999999999994,3,0,1,0.6764705882352944,0.6873156342182889,0.6127982293395828,0.5333333333333314,0.8333333333333321,0.5304347826086957
0.21428571428571425,2,3,3,0.3823529411764708,0.5734731781929421,0.3875598086124403,0.7333333333333343,0.6666666666666661,0.22608695652173913
0.17857142857142855,5,6,4,0.26470588235294135,0.2713864306784659,0.2727272727272727,0.5333333333333314,0.0,0.05217391304347826
0.7142857142857142,1,2,1,0.8529411764705883,0.5734731781929421,0.8564593301435408,0.7999999999999972,0.6666666666666661,0.8434782608695653
0.3214285714285714,4,4,3,0.5,0.5014749262536871,0.5071770334928232,0.5333333333333314,0.5,0.2608695652173913
0.25,2,1,2,0.4411764705882355,0.5734731781929421,0.4449760765550239,0.5999999999999943,0.33333333333333215,0.2
0.7857142857142856,3,5,0,0.882352941176471,0.8938053097345131,0.6127982293395828,0.86666666666666,0.8333333333333321,0.8173913043478261
0.39285714285714274,0,3,3,0.5882352941176472,0.5734731781929421,0.5933014354066986,0.6666666666666643,0.5,0.3652173913043478
0.4256559766763847,5,2,4,0.6176470588235294,0.5734731781929421,0.6220095693779906,0.7333333333333343,0.16666666666666607,0.18260869565217394
0.21428571428571425,4,6,2,0.3529411764705883,0.5734731781929421,0.36363636363636354,0.3999999999999986,0.33333333333333215,0.14782608695652175
0.46428571428571425,2,2,1,0.6176470588235294,0.6312684365781711,0.631578947368421,0.5333333333333314,0.6666666666666661,0.5217391304347827
0.4256559766763847,5,4,0,0.5294117647058825,0.5734731781929421,0.5502392344497609,0.5999999999999943,0.33333333333333215,0.12173913043478263
0.6428571428571428,4,5,4,0.7941176470588236,0.7935103244837758,0.6127982293395828,0.6666666666666643,0.0,0.5739130434782609
0.4256559766763847,1,1,3,0.7058823529411766,0.7168141592920354,0.7224880382775121,0.5333333333333314,0.5,0.6347826086956523
0.49999999999999994,3,6,2,0.6764705882352944,0.5734731781929421,0.6889952153110048,0.46666666666666856,0.8333333333333321,0.5391304347826088
0.21428571428571425,2,3,1,0.3823529411764708,0.3952802359882006,0.6127982293395828,0.3999999999999986,0.6666666666666661,0.23478260869565218
0.4256559766763847,5,0,3,0.47058823529411775,0.5734731781929421,0.47846889952153115,0.5333333333333314,0.33333333333333215,0.16521739130434784
0.14285714285714285,0,4,0,0.2352941176470591,0.2359882005899705,0.2392344497607657,0.5333333333333314,0.5,0.18260869565217394
0.6785714285714284,2,5,4,0.8235294117647061,0.831858407079646,0.8277511961722488,0.7333333333333343,0.5,0.7565217391304349
0.4256559766763847,4,2,2,0.5588235294117647,0.566371681415929,0.6127982293395828,0.5333333333333314,0.16666666666666607,0.21739130434782608
0.35714285714285704,3,6,1,0.5294117647058825,0.5280235988200588,0.5358851674641147,0.7999999999999972,0.6666666666666661,0.3130434782608696
0.3214285714285714,1,1,3,0.5,0.49557522123893794,0.6127982293395828,0.5999999999999943,0.33333333333333215,0.26956521739130435
0.75,0,4,0,0.8529411764705883,0.5734731781929421,0.8612440191387563,0.5333333333333314,0.8333333333333321,0.8521739130434783
0.25,5,3,4,0.41176470588235303,0.5734731781929421,0.4162679425837319,0.3999999999999986,0.0,0.1565217391304348
